Sipariş ID,Müşteri ID,Sipariş Tarihi,Kategori,Ürün,Birim Fiyat,Adet,İndirim Oranı,Toplam Tutar,Bölge,Ödeme Yöntemi,İade Durumu,İade Nedeni,Müşteri Puanı
ORD-22557,CUST-2118,2026-01-22,Elektronik,Laptop,6215.34,1,0.16,5220.89,Ege,Banka Kartı,False,,5
ORD-22558,CUST-4138,2025-10-20,Giyim,Pantolon,1434.12,3,0.07,4001.19,Akdeniz,Kredi Kartı,False,,4
ORD-22559,CUST-2299,2025-05-29,Spor,Bisiklet,1869.85,5,0.0,9349.25,Akdeniz,Banka Kartı,False,,1
ORD-22560,CUST-3030,2025-09-17,Ev & Yaşam,Robot Süpürge,12695.56,3,0.0,38086.68,Marmara,Kredi Kartı,False,,5
ORD-22561,CUST-3773,2025-06-10,Elektronik,Mouse,14172.01,1,0.02,13888.57,Marmara,Kredi Kartı,False,,4
ORD-22562,CUST-1761,2026-01-09,Giyim,Kazak,936.88,4,0.0,3747.52,Karadeniz,Kapıda Ödeme,False,,5
ORD-22563,CUST-4282,2025-03-29,Ev & Yaşam,Robot Süpürge,7787.37,5,0.09,35432.53,Karadeniz,Havale/EFT,False,,2
ORD-22564,CUST-2012,2026-02-22,Giyim,Ayakkabı,1191.85,5,0.12,5244.14,Marmara,Kredi Kartı,False,,2
ORD-22565,CUST-3681,2025-10-17,Spor,Bisiklet,7592.33,1,0.0,7592.33,Karadeniz,Banka Kartı,False,,1
ORD-22566,CUST-4142,2025-07-20,Ev & Yaşam,Halı,12908.55,5,0.24,49052.49,Marmara,Kredi Kartı,False,,4
ORD-22567,CUST-3093,2025-03-19,Giyim,Tişört,1170.86,5,0.0,5854.3,Doğu Anadolu,Kredi Kartı,False,,5
ORD-22568,CUST-2173,2025-09-08,Elektronik,Mouse,16503.63,2,0.0,33007.26,Marmara,Kredi Kartı,False,,2
ORD-22569,CUST-2498,2025-04-24,Giyim,Ayakkabı,617.83,2,0.0,1235.66,İç Anadolu,Kredi Kartı,False,,2
ORD-22570,CUST-1303,2025-09-15,Ev & Yaşam,Kahve Makinesi,9351.96,3,0.0,28055.88,Akdeniz,Banka Kartı,False,,5
ORD-22571,CUST-4947,2026-01-27,Elektronik,Klavye,24259.13,1,0.0,24259.13,Marmara,Kapıda Ödeme,False,,4
ORD-22572,CUST-4619,2025-07-28,Elektronik,Mouse,32198.06,1,0.07,29944.2,Doğu Anadolu,Banka Kartı,False,,3
ORD-22573,CUST-2460,2025-10-05,Giyim,Kazak,430.02,1,0.03,417.12,Akdeniz,Havale/EFT,False,,4
ORD-22574,CUST-2973,2025-08-16,Spor,Dambıl,9832.12,3,0.0,29496.36,İç Anadolu,Havale/EFT,False,,3
ORD-22575,CUST-3874,2025-12-18,Spor,Spor Çantası,2700.81,1,0.0,2700.81,Ege,Kredi Kartı,False,,2
ORD-22576,CUST-2894,2025-06-11,Elektronik,Klavye,16667.43,2,0.0,33334.86,Karadeniz,Banka Kartı,False,,1
ORD-22577,CUST-3153,2025-05-24,Spor,Koşu Bandı,3696.23,2,0.11,6579.29,Akdeniz,Kredi Kartı,False,,1
ORD-22578,CUST-4439,2025-12-20,Giyim,Pantolon,1950.6,2,0.0,3901.2,İç Anadolu,Kapıda Ödeme,False,,1
ORD-22579,CUST-4927,2025-04-21,Spor,Dambıl,9594.33,2,0.03,18613.0,Marmara,Kredi Kartı,True,Görselden Farklı,1
ORD-22580,CUST-2030,2025-08-22,Spor,Kamp Çadırı,7896.26,1,0.04,7580.41,Akdeniz,Kredi Kartı,False,,1
ORD-22581,CUST-4177,2025-11-24,Ev & Yaşam,Sandalye,10541.33,1,0.0,10541.33,Ege,Banka Kartı,False,,3
ORD-22582,CUST-3327,2025-02-27,Giyim,Tişört,806.17,1,0.06,757.8,Marmara,Banka Kartı,False,,1
ORD-22583,CUST-3635,2025-11-26,Ev & Yaşam,Kahve Makinesi,5227.02,5,0.0,26135.1,İç Anadolu,Havale/EFT,False,,3
ORD-22584,CUST-3270,2025-12-26,Spor,Bisiklet,6765.27,1,0.0,6765.27,İç Anadolu,Kredi Kartı,False,,1
ORD-22585,CUST-2652,2025-07-11,Spor,Kamp Çadırı,3989.97,4,0.16,13406.3,Marmara,Kredi Kartı,False,,2
ORD-22586,CUST-3287,2025-05-17,Elektronik,Kulaklık,14427.42,2,0.0,28854.84,Akdeniz,Kredi Kartı,False,,5
ORD-22587,CUST-2305,2025-07-26,Ev & Yaşam,Mutfak Robotu,6756.11,1,0.2,5404.89,Marmara,Kapıda Ödeme,False,,3
ORD-22588,CUST-4341,2026-01-17,Ev & Yaşam,Halı,9449.39,2,0.17,15685.99,İç Anadolu,Kredi Kartı,False,,3
ORD-22589,CUST-4626,2025-08-31,Spor,Kamp Çadırı,8392.75,3,0.0,25178.25,Akdeniz,Kredi Kartı,False,,3
ORD-22590,CUST-2049,2025-10-13,Giyim,Tişört,1010.48,3,0.0,3031.44,Karadeniz,Kredi Kartı,False,,1
ORD-22591,CUST-4311,2025-08-10,Spor,Bisiklet,1382.6,1,0.07,1285.82,İç Anadolu,Kredi Kartı,False,,3
ORD-22592,CUST-3118,2025-09-09,Elektronik,Kulaklık,34265.35,2,0.0,68530.7,Marmara,Banka Kartı,False,,1
ORD-22593,CUST-4296,2025-09-13,Ev & Yaşam,Lamba,11623.03,5,0.02,56952.85,Marmara,Kredi Kartı,False,,5
ORD-22594,CUST-3030,2026-01-14,Giyim,Kazak,201.93,1,0.0,201.93,İç Anadolu,Kredi Kartı,False,,3
ORD-22595,CUST-4562,2026-02-05,Spor,Kamp Çadırı,9560.99,1,0.23,7361.96,Ege,Kredi Kartı,False,,4
ORD-22596,CUST-2858,2025-10-08,Spor,Bisiklet,1959.62,3,0.0,5878.86,Akdeniz,Banka Kartı,False,,3
ORD-22597,CUST-2222,2025-09-27,Elektronik,Monitör,29524.67,1,0.0,29524.67,Ege,Kredi Kartı,False,,3
ORD-22598,CUST-2561,2025-06-08,Ev & Yaşam,Kahve Makinesi,13297.08,4,0.0,53188.32,Akdeniz,Kredi Kartı,False,,3
ORD-22599,CUST-3878,2025-04-26,Ev & Yaşam,Kahve Makinesi,10613.01,3,0.2,25471.22,Akdeniz,Kredi Kartı,False,,2
ORD-22600,CUST-3733,2025-12-01,Spor,Dambıl,6550.24,3,0.09,17882.16,Karadeniz,Banka Kartı,False,,4
ORD-22601,CUST-2488,2025-03-12,Spor,Spor Çantası,4776.96,1,0.17,3964.88,Marmara,Havale/EFT,False,,4
ORD-22602,CUST-2333,2025-05-21,Ev & Yaşam,Mutfak Robotu,10151.99,4,0.0,40607.96,Karadeniz,Kredi Kartı,False,,2
ORD-22603,CUST-4183,2025-07-01,Giyim,Ceket,200.81,4,0.0,803.24,Marmara,Kredi Kartı,False,,4
ORD-22604,CUST-1573,2025-04-30,Ev & Yaşam,Masa,10506.78,5,0.03,50957.88,Karadeniz,Banka Kartı,False,,3
ORD-22605,CUST-1536,2025-11-16,Spor,Spor Çantası,5118.5,3,0.0,15355.5,Marmara,Kredi Kartı,False,,4
ORD-22606,CUST-1247,2025-10-20,Giyim,Spor Ayakkabı,440.57,4,0.18,1445.07,Doğu Anadolu,Kapıda Ödeme,False,,1
ORD-22607,CUST-1526,2025-03-23,Elektronik,Akıllı Telefon,29066.11,1,0.0,29066.11,Karadeniz,Kredi Kartı,True,Beden Uymadı,3
ORD-22608,CUST-2697,2026-02-17,Giyim,Ayakkabı,248.51,3,0.0,745.53,Doğu Anadolu,Kapıda Ödeme,False,,4
ORD-22609,CUST-2594,2025-03-12,Spor,Yoga Matı,8478.75,1,0.13,7376.51,Marmara,Kredi Kartı,False,,4
ORD-22610,CUST-2824,2025-11-08,Elektronik,Monitör,21787.08,1,0.0,21787.08,İç Anadolu,Kredi Kartı,False,,5
ORD-22611,CUST-3863,2025-11-10,Elektronik,Tablet,39391.82,2,0.07,73268.79,Marmara,Kredi Kartı,False,,1
ORD-22612,CUST-1909,2025-07-22,Elektronik,Akıllı Telefon,1826.51,1,0.0,1826.51,İç Anadolu,Kredi Kartı,False,,1
ORD-22613,CUST-4003,2026-02-01,Elektronik,Kulaklık,38169.91,2,0.0,76339.82,Marmara,Kredi Kartı,False,,4
ORD-22614,CUST-1419,2025-03-31,Spor,Yoga Matı,6196.54,3,0.0,18589.62,Marmara,Kredi Kartı,True,Vazgeçtim,3
ORD-22615,CUST-4000,2025-10-12,Elektronik,Akıllı Saat,3674.65,2,0.04,7055.33,Karadeniz,Banka Kartı,False,,1
ORD-22616,CUST-2295,2025-08-25,Spor,Spor Çantası,6203.67,1,0.03,6017.56,Ege,Kredi Kartı,True,Beden Uymadı,1
ORD-22617,CUST-2846,2026-02-20,Ev & Yaşam,Masa,3991.4,3,0.16,10058.33,Marmara,Kredi Kartı,False,,1
ORD-22618,CUST-2674,2025-05-27,Elektronik,Kulaklık,20957.18,2,0.03,40656.93,Marmara,Kredi Kartı,False,,1
ORD-22619,CUST-1777,2025-05-09,Elektronik,Akıllı Telefon,8101.92,1,0.0,8101.92,Akdeniz,Kredi Kartı,False,,4
ORD-22620,CUST-3810,2025-10-20,Elektronik,Mouse,5368.56,1,0.11,4778.02,Marmara,Kapıda Ödeme,False,,3
ORD-22621,CUST-3473,2025-09-21,Elektronik,Kulaklık,25227.48,1,0.23,19425.16,Doğu Anadolu,Banka Kartı,False,,2
ORD-22622,CUST-2072,2025-07-04,Elektronik,Tablet,19600.84,1,0.0,19600.84,Ege,Havale/EFT,False,,4
ORD-22623,CUST-4939,2026-01-23,Spor,Koşu Bandı,8733.84,3,0.0,26201.52,Marmara,Havale/EFT,False,,1
ORD-22624,CUST-2730,2025-11-18,Giyim,Pantolon,1525.3,4,0.03,5918.16,İç Anadolu,Kredi Kartı,False,,1
ORD-22625,CUST-3279,2025-08-16,Ev & Yaşam,Masa,4407.16,2,0.06,8285.46,Marmara,Kredi Kartı,False,,4
ORD-22626,CUST-3969,2026-01-18,Giyim,Pantolon,252.57,4,0.14,868.84,Doğu Anadolu,Havale/EFT,True,Görselden Farklı,2
ORD-22627,CUST-3342,2025-11-08,Ev & Yaşam,Robot Süpürge,7305.52,4,0.0,29222.08,Ege,Banka Kartı,False,,2
ORD-22628,CUST-1149,2026-01-30,Giyim,Pantolon,475.88,2,0.0,951.76,Ege,Kredi Kartı,False,,1
ORD-22629,CUST-1294,2026-01-25,Giyim,Mont,570.08,4,0.0,2280.32,İç Anadolu,Kredi Kartı,False,,3
ORD-22630,CUST-3372,2025-06-05,Ev & Yaşam,Mutfak Robotu,11323.25,1,0.0,11323.25,İç Anadolu,Kredi Kartı,True,Geç Teslimat,2
ORD-22631,CUST-2382,2025-06-26,Spor,Yoga Matı,2516.23,3,0.0,7548.69,Ege,Kredi Kartı,False,,5
ORD-22632,CUST-3602,2025-07-02,Ev & Yaşam,Kahve Makinesi,7358.56,5,0.0,36792.8,Marmara,Banka Kartı,False,,5
ORD-22633,CUST-3987,2026-01-01,Spor,Bisiklet,9628.67,3,0.23,22242.23,Marmara,Kredi Kartı,False,,2
ORD-22634,CUST-2839,2025-07-22,Elektronik,Akıllı Saat,25127.07,1,0.0,25127.07,Akdeniz,Kapıda Ödeme,False,,3
ORD-22635,CUST-3546,2025-05-01,Elektronik,Laptop,10085.9,2,0.0,20171.8,İç Anadolu,Banka Kartı,False,,4
ORD-22636,CUST-2473,2025-09-02,Spor,Yoga Matı,8790.07,2,0.0,17580.14,İç Anadolu,Kredi Kartı,False,,1
ORD-22637,CUST-2527,2025-11-24,Giyim,Pantolon,326.95,5,0.18,1340.5,Ege,Kredi Kartı,False,,1
ORD-22638,CUST-1603,2026-02-13,Elektronik,Monitör,36088.87,2,0.12,63516.41,Akdeniz,Banka Kartı,False,,1
ORD-22639,CUST-4996,2025-12-05,Elektronik,Akıllı Saat,14895.43,2,0.0,29790.86,Karadeniz,Kredi Kartı,False,,5
ORD-22640,CUST-4223,2025-12-27,Elektronik,Akıllı Saat,28611.03,2,0.0,57222.06,Ege,Kredi Kartı,False,,2
ORD-22641,CUST-3183,2026-02-17,Spor,Koşu Bandı,5328.53,3,0.0,15985.59,Marmara,Kapıda Ödeme,False,,1
ORD-22642,CUST-3749,2025-05-13,Elektronik,Monitör,8017.29,2,0.0,16034.58,Marmara,Kredi Kartı,False,,3
ORD-22643,CUST-2535,2025-09-10,Ev & Yaşam,Kahve Makinesi,5896.25,4,0.24,17924.6,Marmara,Kredi Kartı,False,,4
ORD-22644,CUST-2618,2025-10-01,Spor,Spor Çantası,8365.62,2,0.0,16731.24,Marmara,Kredi Kartı,False,,2
ORD-22645,CUST-4754,2026-02-12,Giyim,Tişört,1369.36,5,0.23,5272.04,Marmara,Kredi Kartı,False,,2
ORD-22646,CUST-3172,2026-01-11,Ev & Yaşam,Halı,14438.29,1,0.19,11695.01,Akdeniz,Banka Kartı,False,,3
ORD-22647,CUST-2735,2025-08-17,Ev & Yaşam,Sandalye,6007.74,2,0.0,12015.48,Marmara,Kredi Kartı,False,,1
ORD-22648,CUST-4184,2025-05-17,Giyim,Kazak,1043.81,5,0.0,5219.05,Marmara,Kredi Kartı,False,,2
ORD-22649,CUST-2547,2025-12-10,Ev & Yaşam,Kahve Makinesi,14409.85,3,0.17,35880.53,Güneydoğu Anadolu,Havale/EFT,False,,4
ORD-22650,CUST-3698,2025-06-10,Ev & Yaşam,Halı,8515.11,4,0.0,34060.44,İç Anadolu,Kredi Kartı,False,,1
ORD-22651,CUST-2508,2025-03-09,Ev & Yaşam,Masa,3899.04,5,0.0,19495.2,Marmara,Banka Kartı,False,,2
ORD-22652,CUST-2785,2025-10-13,Spor,Bisiklet,2887.73,2,0.24,4389.35,Marmara,Kredi Kartı,False,,5
ORD-22653,CUST-4835,2025-08-17,Spor,Koşu Bandı,7273.93,1,0.22,5673.67,Akdeniz,Kredi Kartı,False,,2
ORD-22654,CUST-1407,2025-03-11,Giyim,Spor Ayakkabı,728.42,4,0.0,2913.68,Akdeniz,Kredi Kartı,False,,4
ORD-22655,CUST-4922,2025-09-21,Ev & Yaşam,Sandalye,3235.32,1,0.01,3202.97,Marmara,Kapıda Ödeme,False,,3
ORD-22656,CUST-3800,2025-10-10,Giyim,Gömlek,1418.3,3,0.0,4254.9,Karadeniz,Banka Kartı,False,,4
ORD-22657,CUST-1458,2025-05-06,Spor,Spor Çantası,7760.39,5,0.0,38801.95,Marmara,Kredi Kartı,False,,4
ORD-22658,CUST-1792,2025-09-02,Giyim,Kazak,347.87,3,0.0,1043.61,Ege,Kredi Kartı,False,,1
ORD-22659,CUST-1619,2025-05-13,Elektronik,Monitör,39966.45,1,0.06,37568.46,Akdeniz,Kapıda Ödeme,False,,4
ORD-22660,CUST-2295,2025-04-18,Spor,Kamp Çadırı,5866.19,2,0.05,11145.76,Ege,Havale/EFT,True,Beden Uymadı,3
ORD-22661,CUST-1292,2025-02-24,Spor,Dambıl,5179.55,5,0.06,24343.88,Marmara,Banka Kartı,False,,2
ORD-22662,CUST-1375,2025-12-03,Giyim,Pantolon,1311.2,1,0.25,983.4,Akdeniz,Havale/EFT,False,,5
ORD-22663,CUST-4326,2025-04-04,Spor,Yoga Matı,1485.87,4,0.0,5943.48,Ege,Kredi Kartı,False,,5
ORD-22664,CUST-4859,2025-09-07,Spor,Kamp Çadırı,4487.11,5,0.0,22435.55,Akdeniz,Banka Kartı,False,,3
ORD-22665,CUST-1941,2026-02-18,Giyim,Kazak,1274.66,3,0.01,3785.74,Akdeniz,Kredi Kartı,False,,1
ORD-22666,CUST-1746,2025-09-09,Ev & Yaşam,Halı,6899.12,5,0.0,34495.6,Doğu Anadolu,Kredi Kartı,False,,3
ORD-22667,CUST-1167,2025-08-05,Giyim,Tişört,1087.07,5,0.0,5435.35,Marmara,Kapıda Ödeme,False,,2
ORD-22668,CUST-2225,2026-02-09,Ev & Yaşam,Sandalye,720.42,5,0.0,3602.1,Akdeniz,Banka Kartı,False,,3
ORD-22669,CUST-4346,2026-01-30,Giyim,Kazak,1210.28,4,0.0,4841.12,Karadeniz,Banka Kartı,False,,2
ORD-22670,CUST-2170,2025-05-19,Spor,Dambıl,6993.18,4,0.0,27972.72,Marmara,Kredi Kartı,False,,1
ORD-22671,CUST-4294,2025-04-12,Spor,Spor Çantası,5385.36,1,0.18,4416.0,Marmara,Kredi Kartı,False,,2
ORD-22672,CUST-2511,2025-10-04,Giyim,Pantolon,663.09,5,0.21,2619.21,Ege,Kredi Kartı,False,,4
ORD-22673,CUST-4999,2025-04-02,Giyim,Ceket,1446.59,5,0.0,7232.95,Akdeniz,Banka Kartı,False,,2
ORD-22674,CUST-1502,2026-01-11,Elektronik,Monitör,34390.38,2,0.0,68780.76,İç Anadolu,Kredi Kartı,False,,5
ORD-22675,CUST-3665,2025-09-19,Spor,Kamp Çadırı,6135.35,2,0.17,10184.68,Akdeniz,Banka Kartı,False,,1
ORD-22676,CUST-3384,2025-10-14,Ev & Yaşam,Mutfak Robotu,8595.15,3,0.0,25785.45,İç Anadolu,Kredi Kartı,False,,5
ORD-22677,CUST-2600,2025-10-20,Giyim,Pantolon,601.18,5,0.0,3005.9,Karadeniz,Kredi Kartı,False,,2
ORD-22678,CUST-3624,2025-06-16,Spor,Dambıl,4525.83,4,0.0,18103.32,Marmara,Kredi Kartı,False,,2
ORD-22679,CUST-4810,2025-05-26,Spor,Yoga Matı,2165.84,5,0.07,10071.16,Marmara,Kredi Kartı,False,,1
ORD-22680,CUST-3182,2026-02-21,Spor,Yoga Matı,9518.6,2,0.18,15610.5,Akdeniz,Kredi Kartı,False,,3
ORD-22681,CUST-2216,2025-07-04,Spor,Koşu Bandı,4048.92,3,0.08,11175.02,Marmara,Banka Kartı,False,,1
ORD-22682,CUST-2505,2026-02-22,Giyim,Tişört,789.43,4,0.0,3157.72,Ege,Havale/EFT,False,,4
ORD-22683,CUST-2978,2025-06-08,Spor,Kamp Çadırı,6367.59,5,0.0,31837.95,Doğu Anadolu,Banka Kartı,True,Beden Uymadı,2
ORD-22684,CUST-1508,2025-08-03,Ev & Yaşam,Sandalye,1539.84,2,0.08,2833.31,Güneydoğu Anadolu,Banka Kartı,False,,1
ORD-22685,CUST-3993,2025-08-18,Ev & Yaşam,Kahve Makinesi,3112.78,5,0.0,15563.9,Marmara,Kredi Kartı,False,,2
ORD-22686,CUST-3384,2025-07-05,Ev & Yaşam,Robot Süpürge,7433.73,5,0.0,37168.65,Marmara,Kredi Kartı,False,,5
ORD-22687,CUST-2315,2026-02-22,Elektronik,Mouse,9616.86,2,0.0,19233.72,Doğu Anadolu,Kredi Kartı,False,,3
ORD-22688,CUST-1496,2025-02-25,Elektronik,Monitör,16036.77,1,0.0,16036.77,Akdeniz,Kredi Kartı,False,,4
ORD-22689,CUST-2868,2025-05-22,Spor,Kamp Çadırı,5841.4,5,0.0,29207.0,Marmara,Kredi Kartı,True,Kusurlu Ürün,3
ORD-22690,CUST-3427,2026-02-07,Giyim,Tişört,1359.51,2,0.0,2719.02,Marmara,Kredi Kartı,False,,2
ORD-22691,CUST-3380,2025-08-22,Spor,Yoga Matı,1749.31,5,0.07,8134.29,Marmara,Kredi Kartı,False,,4
ORD-22692,CUST-2694,2025-06-28,Giyim,Kazak,497.75,3,0.0,1493.25,Ege,Banka Kartı,False,,5
ORD-22693,CUST-3362,2026-02-14,Ev & Yaşam,Kahve Makinesi,14088.6,5,0.14,60580.98,Marmara,Banka Kartı,False,,3
ORD-22694,CUST-3839,2025-05-15,Ev & Yaşam,Lamba,6179.26,5,0.0,30896.3,Doğu Anadolu,Banka Kartı,False,,2
ORD-22695,CUST-2033,2025-12-29,Ev & Yaşam,Mutfak Robotu,1925.1,3,0.0,5775.3,Doğu Anadolu,Banka Kartı,False,,1
ORD-22696,CUST-4722,2025-07-19,Elektronik,Akıllı Saat,21590.23,1,0.23,16624.48,Akdeniz,Banka Kartı,False,,2
ORD-22697,CUST-3700,2026-01-10,Giyim,Ayakkabı,1646.7,3,0.01,4890.7,Güneydoğu Anadolu,Banka Kartı,False,,4
ORD-22698,CUST-4811,2025-05-01,Elektronik,Kulaklık,4835.2,1,0.0,4835.2,Ege,Kredi Kartı,False,,2
ORD-22699,CUST-3826,2025-10-03,Spor,Kamp Çadırı,7288.86,1,0.17,6049.75,Marmara,Kredi Kartı,False,,4
ORD-22700,CUST-3340,2026-01-06,Elektronik,Mouse,19581.41,1,0.14,16840.01,Marmara,Havale/EFT,False,,4
ORD-22701,CUST-2085,2025-03-21,Spor,Spor Çantası,5056.78,1,0.0,5056.78,Ege,Kredi Kartı,False,,2
ORD-22702,CUST-3977,2025-05-27,Ev & Yaşam,Halı,12697.97,5,0.0,63489.85,Akdeniz,Kredi Kartı,False,,3
ORD-22703,CUST-1645,2025-12-12,Giyim,Ceket,799.61,4,0.0,3198.44,Doğu Anadolu,Kredi Kartı,False,,1
ORD-22704,CUST-1934,2025-10-17,Ev & Yaşam,Sandalye,13731.29,4,0.0,54925.16,Marmara,Kredi Kartı,False,,3
ORD-22705,CUST-2912,2025-09-08,Spor,Koşu Bandı,6465.81,5,0.0,32329.05,İç Anadolu,Banka Kartı,False,,2
ORD-22706,CUST-3521,2025-11-03,Spor,Yoga Matı,7210.77,3,0.0,21632.31,Karadeniz,Kredi Kartı,False,,4
ORD-22707,CUST-3560,2025-04-26,Spor,Spor Çantası,1366.53,2,0.11,2432.42,Marmara,Kredi Kartı,False,,4
ORD-22708,CUST-2763,2025-10-01,Ev & Yaşam,Halı,1225.82,4,0.09,4461.98,İç Anadolu,Banka Kartı,False,,1
ORD-22709,CUST-4545,2025-03-07,Giyim,Kazak,209.14,5,0.0,1045.7,Karadeniz,Kredi Kartı,False,,4
ORD-22710,CUST-1617,2025-11-07,Spor,Kamp Çadırı,7967.37,4,0.0,31869.48,Akdeniz,Banka Kartı,False,,5
ORD-22711,CUST-3194,2025-06-12,Elektronik,Mouse,14052.42,1,0.05,13349.8,Marmara,Kredi Kartı,False,,3
ORD-22712,CUST-3987,2025-12-18,Giyim,Ayakkabı,364.71,3,0.0,1094.13,Marmara,Kredi Kartı,False,,1
ORD-22713,CUST-4361,2025-09-05,Spor,Spor Çantası,2505.89,1,0.07,2330.48,Akdeniz,Kredi Kartı,False,,1
ORD-22714,CUST-2413,2025-07-25,Giyim,Ayakkabı,849.78,4,0.12,2991.23,Marmara,Banka Kartı,False,,3
ORD-22715,CUST-2179,2026-01-21,Spor,Yoga Matı,2188.69,2,0.18,3589.45,Doğu Anadolu,Havale/EFT,False,,1
ORD-22716,CUST-4622,2026-02-23,Ev & Yaşam,Kahve Makinesi,10426.27,2,0.15,17724.66,Ege,Banka Kartı,False,,1
ORD-22717,CUST-3451,2025-03-05,Spor,Bisiklet,9144.8,4,0.0,36579.2,Marmara,Kredi Kartı,False,,1
ORD-22718,CUST-3651,2025-12-22,Ev & Yaşam,Halı,6076.46,2,0.0,12152.92,Marmara,Kredi Kartı,False,,1
ORD-22719,CUST-3570,2025-10-18,Spor,Yoga Matı,4679.78,4,0.13,16285.63,Akdeniz,Kredi Kartı,False,,3
ORD-22720,CUST-4643,2025-04-28,Elektronik,Kulaklık,39773.16,1,0.0,39773.16,Marmara,Kapıda Ödeme,False,,1
ORD-22721,CUST-4951,2025-04-16,Spor,Spor Çantası,5350.41,4,0.0,21401.64,Karadeniz,Kredi Kartı,False,,1
ORD-22722,CUST-4216,2025-04-22,Giyim,Gömlek,1728.62,4,0.22,5393.29,Marmara,Banka Kartı,False,,2
ORD-22723,CUST-1134,2025-03-02,Ev & Yaşam,Masa,11621.83,3,0.0,34865.49,Marmara,Banka Kartı,False,,2
ORD-22724,CUST-3718,2025-05-05,Spor,Yoga Matı,820.93,3,0.0,2462.79,Doğu Anadolu,Kredi Kartı,False,,2
ORD-22725,CUST-3523,2025-08-31,Ev & Yaşam,Robot Süpürge,8670.64,3,0.0,26011.92,İç Anadolu,Kredi Kartı,False,,4
ORD-22726,CUST-2645,2026-02-12,Elektronik,Monitör,36406.69,2,0.06,68444.58,Güneydoğu Anadolu,Kredi Kartı,False,,1
ORD-22727,CUST-1720,2025-06-24,Ev & Yaşam,Robot Süpürge,1638.54,3,0.02,4817.31,Marmara,Kredi Kartı,False,,5
ORD-22728,CUST-3546,2025-04-27,Giyim,Spor Ayakkabı,357.14,1,0.22,278.57,Marmara,Kredi Kartı,False,,5
ORD-22729,CUST-1376,2025-10-25,Elektronik,Kulaklık,30821.39,1,0.02,30204.96,Doğu Anadolu,Kredi Kartı,False,,1
ORD-22730,CUST-3822,2025-04-03,Elektronik,Kulaklık,13508.36,1,0.0,13508.36,Marmara,Kredi Kartı,False,,3
ORD-22731,CUST-1244,2025-03-10,Giyim,Ceket,976.86,5,0.21,3858.6,Karadeniz,Kredi Kartı,False,,4
ORD-22732,CUST-2991,2025-08-29,Ev & Yaşam,Sandalye,4010.85,4,0.13,13957.76,Marmara,Kredi Kartı,False,,2
ORD-22733,CUST-4464,2025-11-07,Ev & Yaşam,Sandalye,14067.97,2,0.0,28135.94,Marmara,Kredi Kartı,False,,5
ORD-22734,CUST-3588,2025-10-10,Giyim,Ceket,1775.32,5,0.06,8344.0,Karadeniz,Kredi Kartı,False,,5
ORD-22735,CUST-1685,2025-12-06,Giyim,Gömlek,1567.98,4,0.0,6271.92,Akdeniz,Kredi Kartı,False,,5
ORD-22736,CUST-1740,2025-12-16,Ev & Yaşam,Halı,8464.04,2,0.0,16928.08,Marmara,Kredi Kartı,False,,5
ORD-22737,CUST-1636,2025-09-13,Giyim,Ayakkabı,781.16,2,0.0,1562.32,Marmara,Kredi Kartı,False,,4
ORD-22738,CUST-2450,2025-05-12,Ev & Yaşam,Halı,5913.21,3,0.18,14546.5,Doğu Anadolu,Kredi Kartı,False,,3
ORD-22739,CUST-3163,2025-09-06,Ev & Yaşam,Lamba,7100.07,3,0.18,17466.17,Marmara,Kredi Kartı,False,,4
ORD-22740,CUST-2651,2025-12-27,Giyim,Tişört,993.1,1,0.0,993.1,Marmara,Kredi Kartı,False,,3
ORD-22741,CUST-4697,2025-03-07,Giyim,Tişört,647.48,1,0.0,647.48,Marmara,Kredi Kartı,False,,4
ORD-22742,CUST-3355,2026-02-10,Giyim,Mont,1277.33,4,0.0,5109.32,Ege,Kredi Kartı,True,Beden Uymadı,3
ORD-22743,CUST-1466,2025-07-17,Giyim,Mont,1360.15,4,0.0,5440.6,Güneydoğu Anadolu,Kredi Kartı,False,,4
ORD-22744,CUST-2179,2025-09-07,Ev & Yaşam,Robot Süpürge,11918.86,2,0.02,23360.97,Akdeniz,Havale/EFT,True,Kusurlu Ürün,3
ORD-22745,CUST-4562,2026-02-12,Giyim,Gömlek,989.73,2,0.0,1979.46,Karadeniz,Kredi Kartı,False,,4
ORD-22746,CUST-4825,2025-11-26,Giyim,Pantolon,159.89,4,0.16,537.23,Karadeniz,Kredi Kartı,False,,3
ORD-22747,CUST-3901,2026-02-08,Spor,Spor Çantası,935.1,3,0.0,2805.3,Ege,Kredi Kartı,False,,5
ORD-22748,CUST-4679,2025-12-09,Giyim,Kazak,633.39,5,0.0,3166.95,Marmara,Kredi Kartı,False,,4
ORD-22749,CUST-2156,2025-08-02,Spor,Yoga Matı,6019.92,2,0.0,12039.84,Marmara,Havale/EFT,False,,2
ORD-22750,CUST-3009,2025-02-25,Spor,Bisiklet,5051.7,5,0.0,25258.5,Akdeniz,Kapıda Ödeme,False,,2
ORD-22751,CUST-1674,2025-07-18,Elektronik,Laptop,20424.35,2,0.19,33087.45,Karadeniz,Kredi Kartı,False,,4
ORD-22752,CUST-1963,2025-12-20,Elektronik,Mouse,38212.95,1,0.21,30188.23,Karadeniz,Kredi Kartı,False,,2
